Freq	L_eff
Hz	m
0.0	0.0
1000000.0	0.00037653224373778
2000000.0	0.00075306448747556
3000000.0	0.00112959673121334
4000000.0	0.00150612897495112
5000000.0	0.0018826612186889002
6000000.0	0.00225919346242668
7000000.0	0.00263572570616446
8000000.0	0.0031004553872711464
9000000.0	0.0037690462834573894
10000000.0	0.004437637179643632
11000000.0	0.0051062280758298745
12000000.0	0.005774818972016118
13000000.0	0.006443409868202361
14000000.0	0.007112000764388604
15000000.0	0.0077805916605748465
16000000.0	0.008449182556761088
17000000.0	0.009117773452947332
18000000.0	0.009786364349133575
19000000.0	0.010454955245319818
20000000.0	0.01112354614150606
21000000.0	0.011792137037692304
22000000.0	0.012460727933878547
23000000.0	0.014069248086862432
24000000.0	0.015842413431707326
25000000.0	0.017615578776552218
26000000.0	0.019388744121397114
27000000.0	0.021161909466242006
28000000.0	0.0229350748110869
29000000.0	0.024708240155931795
30000000.0	0.02648140550077669
31000000.0	0.028254570845621583
32000000.0	0.030027736190466475
33000000.0	0.03180090153531137
34000000.0	0.03357406688015627
35000000.0	0.03534723222500116
36000000.0	0.03795398817050404
37000000.0	0.04337297187136695
38000000.0	0.04879195557222986
39000000.0	0.05421093927309276
40000000.0	0.05962992297395567
41000000.0	0.0644100369041327
42000000.0	0.06915619813253959
43000000.0	0.0739023593609465
44000000.0	0.07864852058935339
45000000.0	0.08595499392100531
46000000.0	0.09449683292832319
47000000.0	0.10303867193564106
48000000.0	0.11158051094295895
49000000.0	0.12034895977306541
50000000.0	0.12949303334254766
51000000.0	0.1386371069120299
52000000.0	0.14778118048151218
53000000.0	0.15692525405099444
54000000.0	0.1660693276204767
55000000.0	0.17554882677708752
56000000.0	0.1856416839199447
57000000.0	0.19573454106280186
58000000.0	0.205827398205659
59000000.0	0.216195739594142
60000000.0	0.23231572385850074
61000000.0	0.24843570812285948
62000000.0	0.2645556923872182
63000000.0	0.2793309445715737
64000000.0	0.2930891024663106
65000000.0	0.3068472603610475
66000000.0	0.3278720589594567
67000000.0	0.3491139566556691
68000000.0	0.37035585435188145
69000000.0	0.39396283563644496
70000000.0	0.42025120772946833
71000000.0	0.44542253640079704
72000000.0	0.4701253336035942
73000000.0	0.5022141414834118
74000000.0	0.5167007345433486
75000000.0	0.5311873276032855
76000000.0	0.5448500480035855
77000000.0	0.5575126732012662
78000000.0	0.5701752983989469
79000000.0	0.5801602625348697
80000000.0	0.5896999765936465
81000000.0	0.5992396906524233
82000000.0	0.6056136274296828
83000000.0	0.6075046873868563
84000000.0	0.6093957473440297
85000000.0	0.6112868073012031
86000000.0	0.6131778672583766
87000000.0	0.6142150903479788
88000000.0	0.6133037714186012
89000000.0	0.6123924524892236
90000000.0	0.611481133559846
91000000.0	0.6102248064297124
92000000.0	0.6039116463972185
93000000.0	0.5975984863647246
94000000.0	0.5912853263322305
95000000.0	0.5841637382420805
96000000.0	0.576547748091907
97000000.0	0.5623254169752108
98000000.0	0.5571684826686414
99000000.0	0.5520115483620721
100000000.0	0.5468546140555027
101000000.0	0.5416305820052508
102000000.0	0.5363911845544976
103000000.0	0.5311517871037446
104000000.0	0.5259123896529914
105000000.0	0.5206729922022382
106000000.0	0.515433594751485
107000000.0	0.5109126229257237
108000000.0	0.5064604263106715
109000000.0	0.5020082296956192
110000000.0	0.497556033080567
111000000.0	0.4931038364655148
112000000.0	0.48865163985046256
113000000.0	0.4841994432354103
114000000.0	0.47777102791745396
115000000.0	0.4670883552570536
116000000.0	0.4564056825966532
117000000.0	0.44572300993625286
118000000.0	0.43959422469085463
119000000.0	0.43360261516360815
120000000.0	0.4276110056363617
121000000.0	0.4216193961091152
122000000.0	0.4156277865818687
123000000.0	0.40963617705462224
124000000.0	0.40364456752737576
125000000.0	0.3956238903903196
126000000.0	0.3844524072932639
127000000.0	0.37328092419620823
128000000.0	0.3656338836139746
129000000.0	0.35845108572865525
130000000.0	0.35126828784333597
131000000.0	0.3414981364763972
132000000.0	0.3293470308252917
133000000.0	0.31802956105553204
134000000.0	0.30685807795847664
135000000.0	0.3031036667458616
136000000.0	0.31356479842222346
137000000.0	0.3240259300985853
138000000.0	0.3337897303664819
139000000.0	0.3433488267770873
140000000.0	0.3534416839199447
141000000.0	0.3635345410628021
142000000.0	0.36783296292577344
143000000.0	0.3650591753969051
144000000.0	0.3622853878680367
145000000.0	0.35951160033916835
146000000.0	0.3567378128103
147000000.0	0.3539640252814316
148000000.0	0.3517524183832216
149000000.0	0.350041764630195
150000000.0	0.34833111087716834
151000000.0	0.34662045712414175
152000000.0	0.3449098033711151
153000000.0	0.3431991496180885
154000000.0	0.34148849586506186
155000000.0	0.3403020946672934
156000000.0	0.33928937293283723
157000000.0	0.338276651198381
158000000.0	0.3372639294639248
159000000.0	0.3362512077294686
160000000.0	0.33523848599501244
161000000.0	0.3342257642605562
162000000.0	0.33324314754677115
163000000.0	0.33248387833666904
164000000.0	0.3317246091265669
165000000.0	0.3309653399164648
166000000.0	0.33020607070636276
167000000.0	0.32944680149626066
168000000.0	0.32868753228615855
169000000.0	0.32792826307605644
170000000.0	0.32643214472462206
171000000.0	0.32414943066969476
172000000.0	0.3218667166147674
173000000.0	0.3195840025598401
174000000.0	0.3173012885049128
175000000.0	0.3155964314295895
176000000.0	0.3147421388056475
177000000.0	0.31388784618170557
178000000.0	0.3130335535577636
179000000.0	0.31217926093382165
180000000.0	0.3113249683098797
181000000.0	0.3104706756859377
182000000.0	0.3096163830619958
183000000.0	0.30876209043805386
184000000.0	0.30790779781411187
185000000.0	0.307460132950589
186000000.0	0.3084069300559227
187000000.0	0.30935372716125636
188000000.0	0.31030052426659005
189000000.0	0.31124732137192374
190000000.0	0.3121941184772574
191000000.0	0.3131409155825911
192000000.0	0.3140877126879248
193000000.0	0.3150345097932585
194000000.0	0.31598130689859216
195000000.0	0.31645245254274695
196000000.0	0.29475909154689584
197000000.0	0.26349605309029284
198000000.0	0.23657817279497081
199000000.0	0.2246232055460625
200000000.0	0.2109517153436817
201000000.0	0.18632297806439702
202000000.0	0.19308374361463618
203000000.0	0.19984450916487537
204000000.0	0.20660527471511453
205000000.0	0.209096352320686
206000000.0	0.2107358560693472
207000000.0	0.2123753598180084
208000000.0	0.2140148635666696
209000000.0	0.21565436731533077
210000000.0	0.21729387106399198
211000000.0	0.21893337481265318
212000000.0	0.22036534489213264
213000000.0	0.22080264372847827
214000000.0	0.2212399425648239
215000000.0	0.22167724140116954
216000000.0	0.22211454023751515
217000000.0	0.22255183907386078
218000000.0	0.22298913791020641
219000000.0	0.22342643674655205
220000000.0	0.22386373558289768
221000000.0	0.2243010344192433
222000000.0	0.22473833325558892
223000000.0	0.2251207729468599
224000000.0	0.2251207729468599
225000000.0	0.2251207729468599
226000000.0	0.2251207729468599
227000000.0	0.2251207729468599
228000000.0	0.2251207729468599
229000000.0	0.2251207729468599
230000000.0	0.2251207729468599
231000000.0	0.22446127549326336
232000000.0	0.22309341489306975
233000000.0	0.22172555429287613
234000000.0	0.22035769369268252
235000000.0	0.2189898330924889
236000000.0	0.2176219724922953
237000000.0	0.2162541118921017
238000000.0	0.21488625129190808
239000000.0	0.21352231391524332
240000000.0	0.2128105468388782
241000000.0	0.21209877976251312
242000000.0	0.21138701268614804
243000000.0	0.21067524560978293
244000000.0	0.20996347853341785
245000000.0	0.20925171145705274
246000000.0	0.20872053633999832
247000000.0	0.20883428613874247
248000000.0	0.20894803593748665
249000000.0	0.2090617857362308
250000000.0	0.20917553553497498
251000000.0	0.20928928533371913
252000000.0	0.20940303513246328
253000000.0	0.20951678493120746
254000000.0	0.2096305347299516
255000000.0	0.21019140076635243
256000000.0	0.21092201090078883
257000000.0	0.21165262103522522
258000000.0	0.21238323116966162
259000000.0	0.21311384130409802
260000000.0	0.21384445143853445
261000000.0	0.21457506157297085
262000000.0	0.21530567170740725
263000000.0	0.21603628184184365
264000000.0	0.21676689197628005
265000000.0	0.21749750211071645
266000000.0	0.21822811224515284
267000000.0	0.21607487978489587
268000000.0	0.2133010922560275
269000000.0	0.21052730472715914
270000000.0	0.20775351719829077
271000000.0	0.2049797296694224
272000000.0	0.20220594214055404
273000000.0	0.19987479415919396
274000000.0	0.19759208010426665
275000000.0	0.19530936604933935
276000000.0	0.19302665199441207
277000000.0	0.19074393793948477
278000000.0	0.18846122388455747
279000000.0	0.18617850982963016
280000000.0	0.18389579577470289
281000000.0	0.18161308171977558
282000000.0	0.17875086106896484
283000000.0	0.17548531912304388
284000000.0	0.17221977717712292
285000000.0	0.16895423523120193
286000000.0	0.16568869328528096
287000000.0	0.16242315133936
288000000.0	0.16050143178395865
289000000.0	0.15923507580618484
290000000.0	0.15796871982841104
291000000.0	0.15670236385063727
292000000.0	0.15543600787286346
293000000.0	0.15416965189508966
